word,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
TROT,Arm,arm,0,24,24,121,0,0,0,0,,,,,,,,,,,,,1,3.783,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TROT,Leg,leg,0,24,24,121,0,1,1,1,,,,,,,,,,,,,7,2.394,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TROT,,,0,24,24,121,,,,,,,,,,,,,,,,,,,return,3.79043535878,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TOSS,Arm,arm,0,25,25,53,0,0,0,0,,,,,,,,,,,,,7,2.643,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TOSS,Leg,leg,0,25,25,53,0,1,1,1,,,,,,,,,,,,,1,1.355,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TOSS,,,0,25,25,53,,,,,,,,,,,,,,,,,,,return,1.22456100424,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TREK,Arm,arm,0,26,26,119,0,0,0,0,,,,,,,,,,,,,1,5.31,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TREK,Leg,leg,0,26,26,119,0,1,1,1,,,,,,,,,,,,,7,1.522,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TREK,,,0,26,26,119,,,,,,,,,,,,,,,,,,,return,1.67753532571,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
DANCE,Arm,arm,0,27,27,64,0,0,0,0,,,,,,,,,,,,,2,6.129,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
DANCE,Leg,leg,0,27,27,64,0,1,1,1,,,,,,,,,,,,,7,4.018,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
DANCE,,,0,27,27,64,,,,,,,,,,,,,,,,,,,return,1.15747465277,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
FOLD,Arm,arm,0,28,28,16,0,0,0,0,,,,,,,,,,,,,7,3.094,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
FOLD,Leg,leg,0,28,28,16,0,1,1,1,,,,,,,,,,,,,1,4.355,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
FOLD,,,0,28,28,16,,,,,,,,,,,,,,,,,,,return,2.26431766449,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
PUSH,Arm,arm,0,29,29,35,0,0,0,0,,,,,,,,,,,,,7,4.186,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
PUSH,Leg,leg,0,29,29,35,0,1,1,1,,,,,,,,,,,,,1,3.333,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
PUSH,,,0,29,29,35,,,,,,,,,,,,,,,,,,,return,1.845177319,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
WANDER,Arm,arm,0,30,30,126,0,0,0,0,,,,,,,,,,,,,1,3.63,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
WANDER,Leg,leg,0,30,30,126,0,1,1,1,,,,,,,,,,,,,7,2.375,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
WANDER,,,0,30,30,126,,,,,,,,,,,,,,,,,,,return,1.9458807316,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SHAKE,Arm,arm,0,31,31,43,0,0,0,0,,,,,,,,,,,,,7,4.654,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SHAKE,Leg,leg,0,31,31,43,0,1,1,1,,,,,,,,,,,,,3,3.165,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SHAKE,,,0,31,31,43,,,,,,,,,,,,,,,,,,,return,1.99578221116,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SWAY,Arm,arm,0,32,32,111,0,0,0,0,,,,,,,,,,,,,1,3.666,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SWAY,Leg,leg,0,32,32,111,0,1,1,1,,,,,,,,,,,,,7,1.74,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SWAY,,,0,32,32,111,,,,,,,,,,,,,,,,,,,return,1.72757627876,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CLICK,Arm,arm,0,33,33,10,0,0,0,0,,,,,,,,,,,,,7,3.431,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CLICK,Leg,leg,0,33,33,10,0,1,1,1,,,,,,,,,,,,,1,3.031,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CLICK,,,0,33,33,10,,,,,,,,,,,,,,,,,,,return,2.48238386659,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
LIMP,Arm,arm,0,34,34,78,0,0,0,0,,,,,,,,,,,,,1,4.27,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
LIMP,Leg,leg,0,34,34,78,0,1,1,1,,,,,,,,,,,,,7,2.544,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
LIMP,,,0,34,34,78,,,,,,,,,,,,,,,,,,,return,1.37559340437,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
THROW,Arm,arm,0,35,35,52,0,0,0,0,,,,,,,,,,,,,7,3.045,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
THROW,Leg,leg,0,35,35,52,0,1,1,1,,,,,,,,,,,,,1,1.773,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
THROW,,,0,35,35,52,,,,,,,,,,,,,,,,,,,return,1.49305655156,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
NIP,Arm,arm,0,36,36,26,0,0,0,0,,,,,,,,,,,,,7,2.743,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
NIP,Leg,leg,0,36,36,26,0,1,1,1,,,,,,,,,,,,,1,1.757,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
NIP,,,0,36,36,26,,,,,,,,,,,,,,,,,,,return,1.76127078125,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
STRADDLE,Arm,arm,0,37,37,105,0,0,0,0,,,,,,,,,,,,,4,11.797,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
STRADDLE,Leg,leg,0,37,37,105,0,1,1,1,,,,,,,,,,,,,5,6.181,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
STRADDLE,,,0,37,37,105,,,,,,,,,,,,,,,,,,,return,10.5837953146,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SPRINT,Arm,arm,0,38,38,98,0,0,0,0,,,,,,,,,,,,,1,3.814,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SPRINT,Leg,leg,0,38,38,98,0,1,1,1,,,,,,,,,,,,,7,1.201,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SPRINT,,,0,38,38,98,,,,,,,,,,,,,,,,,,,return,1.69423500374,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
DUNK,Arm,arm,0,39,39,14,0,0,0,0,,,,,,,,,,,,,7,3.211,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
DUNK,Leg,leg,0,39,39,14,0,1,1,1,,,,,,,,,,,,,1,0.966,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
DUNK,,,0,39,39,14,,,,,,,,,,,,,,,,,,,return,1.69421840916,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
WIPE,Arm,arm,0,40,40,58,0,0,0,0,,,,,,,,,,,,,7,5.561,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
WIPE,Leg,leg,0,40,40,58,0,1,1,1,,,,,,,,,,,,,1,3.316,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
WIPE,,,0,40,40,58,,,,,,,,,,,,,,,,,,,return,2.08011744221,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SAUNTER,Arm,arm,0,41,41,90,0,0,0,0,,,,,,,,,,,,,4,5.524,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SAUNTER,Leg,leg,0,41,41,90,0,1,1,1,,,,,,,,,,,,,4,1.669,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
SAUNTER,,,0,41,41,90,,,,,,,,,,,,,,,,,,,return,2.16472569358,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TRAIPSE,Arm,arm,0,42,42,115,0,0,0,0,,,,,,,,,,,,,1,10.054,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TRAIPSE,Leg,leg,0,42,42,115,0,1,1,1,,,,,,,,,,,,,7,6.317,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TRAIPSE,,,0,42,42,115,,,,,,,,,,,,,,,,,,,return,3.38821753281,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
KICK,Arm,arm,0,43,43,75,0,0,0,0,,,,,,,,,,,,,1,3.582,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
KICK,Leg,leg,0,43,43,75,0,1,1,1,,,,,,,,,,,,,7,1.103,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
KICK,,,0,43,43,75,,,,,,,,,,,,,,,,,,,return,1.50979376494,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
LIFT,Arm,arm,0,44,44,25,0,0,0,0,,,,,,,,,,,,,7,3.162,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
LIFT,Leg,leg,0,44,44,25,0,1,1,1,,,,,,,,,,,,,4,11.316,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
LIFT,,,0,44,44,25,,,,,,,,,,,,,,,,,,,return,1.71124128636,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CHOP,Arm,arm,0,45,45,6,0,0,0,0,,,,,,,,,,,,,7,2.995,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CHOP,Leg,leg,0,45,45,6,0,1,1,1,,,,,,,,,,,,,1,1.036,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CHOP,,,0,45,45,6,,,,,,,,,,,,,,,,,,,return,1.35875385775,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
JOG,Arm,arm,0,46,46,73,0,0,0,0,,,,,,,,,,,,,1,5.042,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
JOG,Leg,leg,0,46,46,73,0,1,1,1,,,,,,,,,,,,,7,1.321,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
JOG,,,0,46,46,73,,,,,,,,,,,,,,,,,,,return,1.71208879522,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
STAB,Arm,arm,0,47,47,49,0,0,0,0,,,,,,,,,,,,,7,2.827,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
STAB,Leg,leg,0,47,47,49,0,1,1,1,,,,,,,,,,,,,1,2.495,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
STAB,,,0,47,47,49,,,,,,,,,,,,,,,,,,,return,2.83457693899,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
HOP,Arm,arm,0,48,48,71,0,0,0,0,,,,,,,,,,,,,1,3.364,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
HOP,Leg,leg,0,48,48,71,0,1,1,1,,,,,,,,,,,,,7,0.785,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
HOP,,,0,48,48,71,,,,,,,,,,,,,,,,,,,return,1.47623399463,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CREEP,Arm,arm,0,49,49,61,0,0,0,0,,,,,,,,,,,,,4,7.036,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CREEP,Leg,leg,0,49,49,61,0,1,1,1,,,,,,,,,,,,,6,5.731,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CREEP,,,0,49,49,61,,,,,,,,,,,,,,,,,,,return,1.72838506693,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CLAW,Arm,arm,0,50,50,8,0,0,0,0,,,,,,,,,,,,,7,3.833,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CLAW,Leg,leg,0,50,50,8,0,1,1,1,,,,,,,,,,,,,1,3.988,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
CLAW,,,0,50,50,8,,,,,,,,,,,,,,,,,,,return,3.0191327594,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TIPTOE,Arm,arm,0,51,51,112,0,0,0,0,,,,,,,,,,,,,1,4.789,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TIPTOE,Leg,leg,0,51,51,112,0,1,1,1,,,,,,,,,,,,,7,1.572,,,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
TIPTOE,,,0,51,51,112,,,,,,,,,,,,,,,,,,,return,3.42179903412,,,2018_Sep_07_1244,59.6076551867,verb_norming_oral_input,001,800,
