item_number_,item,correct_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
33,interfate,n,0,35,35,35,y,0,1.4761581337,2018_Sep_07_1327,59.6128498882,lextale,001,800,
34,hasty,y,0,36,36,36,y,1,0.973077666185,2018_Sep_07_1327,59.6128498882,lextale,001,800,
35,lengthy,y,0,37,37,37,y,1,0.889196415414,2018_Sep_07_1327,59.6128498882,lextale,001,800,
36,fray,y,0,38,38,38,y,1,0.989847673618,2018_Sep_07_1327,59.6128498882,lextale,001,800,
37,crumper,n,0,39,39,39,n,1,3.30418100419,2018_Sep_07_1327,59.6128498882,lextale,001,800,
38,upkeep,y,0,40,40,40,n,0,6.28941933592,2018_Sep_07_1327,59.6128498882,lextale,001,800,
39,majestic,y,0,41,41,41,y,1,0.872401911221,2018_Sep_07_1327,59.6128498882,lextale,001,800,
40,magrity,n,0,42,42,42,y,0,3.38788998742,2018_Sep_07_1327,59.6128498882,lextale,001,800,
41,nourishment,y,0,43,43,43,y,1,1.17429562926,2018_Sep_07_1327,59.6128498882,lextale,001,800,
42,abergy,n,0,44,44,44,n,1,2.11342197209,2018_Sep_07_1327,59.6128498882,lextale,001,800,
43,proom,n,0,45,45,45,y,0,0.989734672436,2018_Sep_07_1327,59.6128498882,lextale,001,800,
44,turmoil,y,0,46,46,46,y,1,0.939565308952,2018_Sep_07_1327,59.6128498882,lextale,001,800,
45,carbohydrate,y,0,47,47,47,y,1,1.22457483306,2018_Sep_07_1327,59.6128498882,lextale,001,800,
46,scholar,y,0,48,48,48,y,1,0.738317712698,2018_Sep_07_1327,59.6128498882,lextale,001,800,
47,turtle,y,0,49,49,49,y,1,0.654372454263,2018_Sep_07_1327,59.6128498882,lextale,001,800,
48,fellick,n,0,50,50,50,n,1,1.9458021049,2018_Sep_07_1327,59.6128498882,lextale,001,800,
49,destription,n,0,51,51,51,n,1,2.48232262469,2018_Sep_07_1327,59.6128498882,lextale,001,800,
50,cylinder,y,0,52,52,52,y,1,0.92274709822,2018_Sep_07_1327,59.6128498882,lextale,001,800,
51,censorship,y,0,53,53,53,y,1,0.872405467202,2018_Sep_07_1327,59.6128498882,lextale,001,800,
52,celestial,y,0,54,54,54,y,1,1.04016520299,2018_Sep_07_1327,59.6128498882,lextale,001,800,
53,rascal,y,0,55,55,55,y,1,0.788646700228,2018_Sep_07_1327,59.6128498882,lextale,001,800,
54,purrage,n,0,56,56,56,n,1,1.67745235281,2018_Sep_07_1327,59.6128498882,lextale,001,800,
55,pulsh,n,0,57,57,57,n,1,4.46140199696,2018_Sep_07_1327,59.6128498882,lextale,001,800,
56,muddy,y,0,58,58,58,y,1,0.788562542006,2018_Sep_07_1327,59.6128498882,lextale,001,800,
57,quirty,n,0,59,59,59,y,0,0.905918219545,2018_Sep_07_1327,59.6128498882,lextale,001,800,
58,pudour,n,0,60,60,60,y,0,2.34831547243,2018_Sep_07_1327,59.6128498882,lextale,001,800,
59,listless,y,0,61,61,61,n,0,2.18054664914,2018_Sep_07_1327,59.6128498882,lextale,001,800,
60,wrought,y,0,62,62,62,y,1,0.939449146901,2018_Sep_07_1327,59.6128498882,lextale,001,800,
